id_file,text,tokens,con_id,resume
ENC_U_3453410,valores a mis hijos,"['valores', ' hijos']",51473,Educación y autoeducación
ENC_U_3913878,apoyo a las autoridades,"['apoyo', ' autoridades']",51475,Confianza en las instituciones
ENC_U_4109891,"seguir luchando por una vivienda digna; comité esperanza viva, población juan de dios guardo de ovejero alto, osorno.","['seguir', ' luchando', ' vivienda', ' digna', ' comite', ' esperanza', ' viva', ' poblacion', ' juan', ' dios', ' guardo', ' ovejero', ' alto', ' osorno']",51481,Voluntariado
ENC_U_4158892,respeto,['respeto'],51486,Reciprocidad-Redes
ENC_U_4513779,cumplir con mis deberes cívicos,"['cumplir', ' deberes', ' cívicos']",51487,Voluntariado
ENC_U_4513779,educar e informar a la juventud,"['educar', ' informar', ' juventud']",51490,Educación y autoeducación
ENC_U_4528509,mantener informado a los vecinos de todas las problemáticas y soluciones particulares de la comunidad,"['mantener', ' informado', ' vecinos', ' todas', ' problemáticas', ' soluciones', ' particulares', ' comunidad']",51492,Participacion
ENC_U_5023057,"ser más solidarios con los vecinos/as, en conjunto cuidar un sector","['ser', ' mas', ' solidarios', ' vecinos', ' as', ' conjunto', ' cuidar', ' sector']",51496,Sustentabilidad Ambiental
ENC_U_5413621,respeto autoridades,"['respeto', ' normas']",51506,Reciprocidad-Redes
ENC_U_5413621,"desarrollo de acciones familiares para conciencia consumo agua, luz y otros","['desarrollo', ' acciones', ' familiares', ' conciencia', ' consumo', ' agua', ' luz']",51508,Sustentabilidad Ambiental
ENC_U_5484893,aportar para hacer una mejor sociedad.,"['aportar', ' hacer', ' mejor', ' sociedad']",51512,Autocuidado y Salud
ENC_A_1_2862425,"proteccion de la propiedad pública, valorar de mejor manera los espacios públicos.","['proteccion', ' propiedad', ' publica', ' valorar', ' mejor', ' manera', ' espacios', ' publicos']",51517,Autocuidado y Salud
ENC_A_1_2862425,infundir valores como el respeto moralidad,"['infundir', ' valores', ' respeto', ' moralidad']",51518,Reciprocidad-Redes
ENC_A_1_3103324,votar elecciones,"['votar', ' elecciones']",51524,Participacion
ENC_A_1_3103324,respeto,['respeto'],51525,Reciprocidad-Redes
ENC_A_1_3103324,contribuir a la vecindad,"['contribuir', ' vecindad']",51526,Voluntariado
ENC_A_1_3117437,"informarme para tomar buena edición al votar ya sea por presidente, parlamentarios, alcaldes,etc","['informarme', ' tomar', ' buena', ' edicion', ' votar', ' presidente', ' parlamentarios', ' alcaldes', ' etc']",51529,Participacion
ENC_A_1_3121310,cumplir con mi deber ,"['cumplir', ' deber']",51535,Voluntariado
ENC_A_1_3157632,igualdad,['igualdad'],51539,Erradicar violencia contra la Mujer
ENC_A_1_3230211,"Deforestación, plantando arboles nativos en cerros y hogares de nuestra comunidad","['reforestación', ' plantando', ' arboles', ' nativos', ' cerros', ' hogares', ' comunidad']",51543,Participacion
ENC_A_1_3230211,Desde el rol de educadora la conciencia a el cuidado medio ambiental,"['rol', ' educadora', ' conciencia', ' cuidado', ' medio', ' ambiental']",51544,Sustentabilidad Ambiental
ENC_A_1_3289228,votar,['votar'],51549,Participacion
ENC_A_1_3334297,cuidar los recursos,"['cuidar', ' recursos']",51551,Sustentabilidad Ambiental
ENC_A_1_3334297,respetar,['respetar'],51554,Inclusión y Diversidad
ENC_A_1_3334384,cuidar los recursos,"['cuidar', ' recursos']",51556,Sustentabilidad Ambiental
ENC_A_1_3334384,respetar,['respetar'],51559,Inclusión y Diversidad
ENC_A_1_4074998,el trabajo constante dia a dia es nuestro mejor aporte de esa mancha sea hace sociedad,"['trabajo', ' constante', ' dia', ' dia', ' mejor', ' aporte', ' mancha', ' hace', ' sociedad']",51560,Autocuidado y Salud
ENC_A_1_4074998,"teniendo sentido de justicia en todo orden de cosa, para enseñarle a nuestros hijos y nietos su importancia","['justicia', ' orden', ' cosa', ' enseñarle', ' hijos', ' nietos', ' importancia']",51561,Educación y autoeducación
ENC_A_1_4403121,al ser ordenado y aportar al orden y seguridad para nuestros,"['ser', ' ordenado', ' aportar', ' orden', ' seguridad']",51564,Combatir Delincuencia
ENC_A_1_4403121,"informarse bien sobre lo que pasa y obligarlos a proteger para poder manifestarse o dar a conocer lo que quieren como pais, pacíficamente.","['informarse', ' bien', ' sobre', ' pasa', ' obligarlos', ' proteger', ' poder', ' manifestarse', ' dar', ' conocer', ' quieren', ' pais', ' pacíficamente']",51567,Educación y autoeducación
ENC_A_1_4721860,Defendiendo nuestros derechos con sentido de justicia y respeto,"['defendiendo', ' derechos', ' justicia', ' respeto']",51572,Reciprocidad-Redes
ENC_A_2_2862425,ser mejor vecino relacionarse con los vecinos.,"['ser', ' mejor', ' vecino', ' relacionarse', ' vecinos']",51573,Autocuidado y Salud
ENC_A_2_3099160,educar y escuchar al pueblo,"['educar', ' escuchar', ' pueblo']",51578,Educación y autoeducación
ENC_U_4696137,como ciudadanos es nuestro deber ser fiscalizadoras de nuestros representantes políticos.,"['ciudadanos', ' deber', ' ser', ' fiscalizadoras', ' representantes', ' politicos']",51583,Confianza en las instituciones
ENC_U_5130542,más participación ciudad,"['mas', ' participacion', ' ciudad']",51588,Participacion
ENC_U_5130542,pedir mejor información.,"['pedir', ' mejor', ' informacion']",51590,Autocuidado y Salud
ENC_U_5208424,comunidad union,"['comunidad', ' union']",51594,Participacion
ENC_U_5485875,pagamos nuestros impuestos,"['pagamos', ' impuestos']",51601,Trabajo
ENC_U_5599951,Informarse,['informarse'],51606,Educación y autoeducación
ENC_A_2_3103324,.respeto al otro.,['respeto'],51611,Reciprocidad-Redes
ENC_A_2_3117437,mejorar el sueldo de nuestros colaboradores,"['mejorar', ' sueldo', ' colaboradores']",51614,Autocuidado y Salud
ENC_A_2_3117437,"fortalecer a los gremios, en unión se trabaja mejor","['fortalecer', ' gremios', ' union', ' trabaja', ' mejor']",51615,Autocuidado y Salud
ENC_A_2_3117437,"contribuir dando el ejemplo, con un cambio de actitud, más empatía y bondad","['contribuir', ' dando', ' ejemplo', ' cambio', ' actitud', ' mas', ' empata', ' bondad']",51616,Voluntariado
ENC_A_2_3121310,cumplir con mi deber civico,"['cumplir', ' deber', ' civico']",51622,Voluntariado
ENC_A_2_3143785,distribuir de forma responsable la información que aparece en redes sociales,"['distribuir', ' forma', ' responsable', ' informacion', ' aparece', ' redes', ' sociales']",51624,Protesta Social
ENC_A_2_3143785,cuidar nuestros espacios públicos,"['cuidar', ' espacios', ' publicos']",51626,Sustentabilidad Ambiental
ENC_A_2_3157632,mas empleo laboral      cumplir con mi horarios. ser lo suficiente para mi empresa,"['mas', ' empleo', ' laboral', ' cumplir', ' horarios', ' ser', ' suficiente', ' empresa']",51631,Voluntariado
ENC_A_2_3289228,votar,['votar'],51639,Participacion
ENC_A_2_3334297,responsabilidad en la educación y crianza/ desde la conciencia social,"['responsabilidad', ' educacion', ' crianza', ' conciencia', ' social']",51640,Educación y autoeducación
ENC_A_2_3334297,apoyo a causas sociales,"['apoyo', ' causas', ' sociales']",51643,Protesta Social
ENC_A_2_3334384,Responsabilidad en la educación y crianza. / desde la conciencia social.,"['responsabilidad', ' educacion', ' crianza', ' conciencia', ' social']",51645,Educación y autoeducación
ENC_A_2_3334384,Apoyo a causas sociales.,"['apoyo', ' causas', ' sociales']",51648,Protesta Social
ENC_A_2_4074998,el trabajo constante día a día es nuestro mejor aporte de esa manera sea hace sociedad,"['trabajo', ' constante', ' dia', ' dia', ' mejor', ' aporte', ' manera', ' hace', ' sociedad']",51650,Autocuidado y Salud
ENC_A_2_4074998,"teniendo sentido de justicia en todo orden de cosa, para enseñarles a nuestros hijos y nietos su importancia","['justicia', ' orden', ' cosa', ' enseñarles', ' hijos', ' nietos', ' importancia']",51651,Educación y autoeducación
ENC_A_2_4403121,al ser carabinero y aportar al orden y seguridad para nuestro pais,"['ser', ' carabinero', ' aportar', ' orden', ' seguridad', ' pais']",51654,Combatir Delincuencia
ENC_A_2_4403121,"informarse bien sobre lo que pasa y queremos para poder manifestarse o dar a conocer lo que quieran como pais, pacíficamente","['informarse', ' bien', ' pasa', ' queremos', ' poder', ' manifestarse', ' dar', ' conocer', ' quieran', ' pais', ' pacíficamente']",51657,Educación y autoeducación
ENC_A_2_4721860,nuestro trabajo diario es el mejor de nuestros aportes para el país,"['trabajo', ' diario', ' mejor', ' aportes', ' pais']",51658,Autocuidado y Salud
ENC_A_2_4721860,condenan actos de violencia.,"['condenan', ' actos', ' violencia']",51659,Combatir Delincuencia
ENC_U_2809855,- asistir a votar.,"['asistir', ' votar']",51663,Participacion
ENC_U_2809926,asistir a votar,"['asistir', ' votar']",51665,Participacion
ENC_U_2991662,Mejorar las relaciones con vecinos.,"['mejorar', ' relaciones', ' vecinos']",51672,Autocuidado y Salud
ENC_U_2997720,empatía en comunidad.,"['empata', ' comunidad']",51676,Participacion
ENC_U_3007411,perseverancia y comunicación en comunidad,"['perseverancia', ' comunicacion', ' comunidad']",51682,Participacion
ENC_U_3007411,tiempo y disponibilidad para la participación,"['tiempo', ' disponibilidad', ' participacion']",51683,Participacion
ENC_U_3117764,mayor participación con nuestras organizaciones sociales,"['apoyar', ' dirigentes', ' sociales']",51697,Protesta Social
ENC_U_3152309,participación ciudadana,"['participacion', ' ciudadana']",51701,Participacion
ENC_U_3152309,votar en elecciones y plebiscitos,"['votar', ' elecciones', ' plebiscitos']",51702,Participacion
ENC_U_3198591,"cumplir con las obligaciones que c/u tiene, lograr paz en el hogar.","['cumplir', ' obligaciones', ' lograr', ' paz', ' hogar']",51717,Voluntariado
ENC_U_3198591,autocuidado,['autocuidado'],51719,Autocuidado y Salud
ENC_U_3222508,Respetando las normativas ,"['respetando', ' normativas']",51721,Inclusión y Diversidad
ENC_U_3248673,colaborar con la comunidad,"['colaborar', ' comunidad']",51727,Participacion
ENC_U_3248673,realizar un trabajo social en beneficio a la comunidad,"['realizar', ' trabajo', ' social', ' beneficio', ' comunidad']",51730,Participacion
ENC_U_3324309,no apoyar la violencia,"['apoyar', ' violencia']",51731,Combatir Delincuencia
ENC_U_3324309,orientar y aconsejar (hijos),"['orientar', ' aconsejar', ' hijos']",51734,Educación y autoeducación
ENC_U_3324558,rechazar la violencia,"['rechazar', ' violencia']",51736,Combatir Delincuencia
ENC_U_3324558,respetar,['respetar'],51738,Inclusión y Diversidad
ENC_U_3324680,respetar(posiciones diferentes),"['respetar', ' posiciones', ' diferentes']",51744,Inclusión y Diversidad
ENC_U_3325064,votar en elecciones y procesos,"['votar', ' elecciones', ' procesos']",51749,Participacion
ENC_U_3379132,dialogar de buenas forma y con respeto,"['dialogar', ' buenas', ' forma', ' respeto']",51755,Reciprocidad-Redes
ENC_U_3379132,respeto a la diversidad,"['respeto', ' diversidad']",51756,Reciprocidad-Redes
ENC_U_3379132,igualdad social,"['igualdad', ' social']",51759,Erradicar violencia contra la Mujer
ENC_U_4215654,Pagar impuestos ,"['pagar', ' impuestos']",51765,Trabajo
ENC_U_4215654,Respetar a todos ,['respetar'],51766,Inclusión y Diversidad
ENC_U_4215654,seguir la normativa ,"['seguir', ' normativa']",51768,Voluntariado
ENC_U_4416407,brindar seguridad a la poblacion,"['brindar', ' seguridad', ' poblacion']",51771,Combatir Delincuencia
ENC_U_4508616,Menor delincuencia ,"['menor', ' delincuencia']",51779,Combatir Delincuencia
ENC_A_1_2848595,"yo como amante de la cultura mi contribucion seria informar a los pobladores de nuestra organización, sobre la historia de la política y sus diferentes matices, para incentivar las buenas practicas ","['amante', ' cultura', ' contribucion', ' seria', ' informar', ' pobladores', ' organizacion', ' historia', ' politica', ' diferentes', ' matices', ' incentivar', ' buenas', ' practicas']",51783,Cultura
ENC_A_1_2848595,"yo como dirigente social contribuir con instruir, capacitar, orientar, supervisar a todos a quien me lo solicite en todo ámbito de conocimiento que manejo, por que mis pasión es el aporte social y ed","['dirigente', ' social', ' contribuir', ' instruir', ' capacitar', ' orientar', ' supervisar', ' solicite', ' ambito', ' conocimiento', ' manejo', ' pasion', ' aporte', ' social', ' ed']",51785,Voluntariado
ENC_A_1_3004650,pagar impuestos,"['pagar', ' impuestos']",51786,Trabajo
ENC_A_1_3004650,empatía comunidad,"['empata', ' comunidad']",51787,Participacion
ENC_A_1_3200258,"opinar , compartir otros para hacerlo mejor","['opinar', ' compartir', ' hacerlo', ' mejor']",51794,Autocuidado y Salud
ENC_A_1_3200258,trabajar sobradamente y dar ejemplo a mis hijos,"['trabajar', ' sobradamente', ' dar', ' ejemplo', ' hijos']",51796,Educación y autoeducación
ENC_A_1_3374854,cumplir nuestro rol social aportando soluciones a las problemáticas.,"['cumplir', ' rol', ' social', ' aportando', ' soluciones', ' problemáticas']",51799,Voluntariado
ENC_A_2_3374854,respeto para todos,['respeto'],51805,Reciprocidad-Redes
ENC_A_2_3374854,ir a votar porque las decisiones son del pueblo,"['ir', ' votar', ' decisiones', ' pueblo']",51809,Participacion
ENC_A_3_3195049,salud apoyo a las familias mas humildes,"['salud', ' apoyo', ' familias', ' mas', ' humildes']",51810,Autocuidado y Salud
ENC_A_3_3195049,locomoción (mejoramiento de nuestro medio de transporte),"['locomoción', ' mejoramiento', ' medio', ' transporte']",51813,Sustentabilidad Ambiental
ENC_A_4_3195049,ayudar en org sociales,"['ayudar', ' org', ' sociales']",51816,Protesta Social
ENC_A_4_3195049,denunciar la delincuencia de forma anónima,"['denunciar', ' delincuencia', ' forma', ' anonima']",51817,Combatir Delincuencia
ENC_U_2823020,responsabilidad para cumplir con sus trabajos y labores.,"['responsabilidad', ' cumplir', ' trabajos', ' labores']",51818,Voluntariado
ENC_U_2823020,cumpliendo con los mismos deberes de los ciudadanos chilenos. respetar la leyes.,"['cumpliendo', ' mismos', ' deberes', ' ciudadanos', ' chilenos', ' respetar', ' leyes']",51822,Inclusión y Diversidad
ENC_U_3074927,. más responsabilidad con el consumo de agua ,"['mas', ' responsabilidad', ' consumo', ' agua']",51829,Sustentabilidad Ambiental
ENC_U_3103134,cumplir deberes y derechos como ciudadano de este país,"['cumplir', ' deberes', ' derechos', ' ciudadano', ' pais']",51831,Voluntariado
ENC_U_3103134,aporte de ingresos: impuestos,"['aporte', ' ingresos', ' impuestos']",51833,Trabajo
ENC_U_3118132,"educar a los trabajadores, para que entiendan lo que está sucediendo y también conozcan sus derechos como trabajadores-","['educar', ' trabajadores', ' entiendan', ' sucediendo', ' tambien', ' conozcan', ' derechos', ' trabajadores']",51836,Educación y autoeducación
ENC_U_3194697,ayudar en organizaciones sociales,"['ayudar', ' organizaciones', ' sociales']",51840,Protesta Social
ENC_U_3194697,denunciar la delincuencia de forma anonima,"['denunciar', ' delincuencia', ' forma', ' anonima']",51841,Combatir Delincuencia
ENC_U_3230980,teniendo participaciòn ciudadana,"['participacion', ' ciudadana']",51844,Participacion
ENC_A_1_4526817362671227790,"siendo activos con la comunidad, ayudando, siendo solidarios y enseñar lo que uno sabe","['siendo', ' activos', ' comunidad', ' ayudando', ' siendo', ' solidarios', ' enseñar', ' sabe']",51853,Participacion
ENC_A_2_4526817362671227790,incentivar a el estudio de los hijos,"['incentivar', ' estudio', ' hijos']",51855,Educación y autoeducación
ENC_U_4549249661311572711,contribuir manteniendo las tradiciones en las comunidades indígenas,"['contribuir', ' manteniendo', ' tradiciones', ' comunidades', ' indigenas']",51865,Voluntariado
ENC_U_4549249661311572711,desarrollando actividades para el desarrollo de la comunidad agricola y pecuaria,"['desarrollando', ' actividades', ' desarrollo', ' comunidad', ' agricola', ' pecuaria']",51867,Participacion
ENC_U_4550107971808281084,"trabajar, respetar y colaborar","['trabajar', ' respetar', ' colaborar']",51871,Inclusión y Diversidad
ENC_U_4550107971808281084,educar empatizar y contener,"['educar', ' empatizar', ' contener']",51873,Educación y autoeducación
ENC_U_4550107971808281084,mas participación civica,"['mas', ' participacion', ' civica']",51874,Participacion
ENC_U_4550121991802693460,aportar en la educación en nuestro país,"['aportar', ' educacion', ' pais']",51876,Educación y autoeducación
ENC_U_4550132341807582081,contribuir a la paz en nuestro país,"['contribuir', ' paz', ' pais']",51880,Voluntariado
ENC_U_4550847352021548070,apoyo y ayuda para dar independencia a su hijo y a las pcd  participacion activa por parte de cuidadores pcd,"['apoyo', ' ayuda', ' dar', ' independencia', ' hijo', ' pcd', ' participacion', ' activa', ' parte', ' cuidadores', ' pcd']",51886,Participacion
ENC_U_4550847352021548070,activista permanente para visibilizar los derechos de la comunidad sorda.,"['activista', ' permanente', ' visibilizar', ' derechos', ' comunidad', ' sorda']",51889,Participacion
ENC_U_4550967304214384725,"salario mínimo para nuestros hijos que, sea digno","['salario', ' minimo', ' hijos', ' digno']",51898,Educación y autoeducación
ENC_U_4551034530115078737,acceder a mas información y educación sobre el conocimiento de la constitución para saber de que se trata.,"['acceder', ' mas', ' informacion', ' educacion', ' conocimiento', ' constitucion', ' saber', ' trata']",51903,Educación y autoeducación
ENC_U_4551034530115078737,modificar la formar de como trabaja el funcionario público. ser mas empático y trabajar mejor.,"['modificar', ' formar', ' trabaja', ' funcionario', ' publico', ' ser', ' mas', ' empático', ' trabajar', ' mejor']",51904,Autocuidado y Salud
ENC_U_4551034530115078737,"ser más empático, mejorar el trato la convivencia, entre todos.","['ser', ' mas', ' empático', ' mejorar', ' trato', ' convivencia']",51905,Autocuidado y Salud
ENC_U_4553372111907532876,voluntad y respeto,"['voluntad', ' respeto']",51906,Reciprocidad-Redes
ENC_U_4553372111907532876,conocimientos en el area de la salud,"['conocimientos', ' area', ' salud']",51908,Autocuidado y Salud
ENC_U_4553460110616516991,respetar los protocolos,"['respetar', ' protocolos']",51915,Inclusión y Diversidad
ENC_U_4553460110616516991,respetar los derechos y deberes del paciente (usuario),"['respetar', ' derechos', ' deberes', ' paciente', ' usuario']",51916,Inclusión y Diversidad
ENC_U_4553464319514545780,Respetar los derechos de los usuarios,"['respetar', ' derechos', ' usuarios']",51918,Inclusión y Diversidad
ENC_U_4553464319514545780,Seguir todos los protocolos de atención ,"['seguir', ' protocolos', ' atencion']",51920,Voluntariado
ENC_U_4553604314806562943,participación como dirigente social,"['participacion', ' civica']",51921,Participacion
ENC_U_4553604314806562943,participación cívica,"['participacion', ' dirigente', ' social']",51922,Participacion
ENC_U_4554311910197589077,actitud civica para denunciar ( educación civica),"['actitud', ' civica', ' denunciar', ' educacion', ' civica']",51924,Educación y autoeducación
ENC_U_4555966061909436459,Participacion ciudadana,"['participacion', ' ciudadana']",51930,Participacion
ENC_U_4555966061909436459,Votar en las elecciones de una nueva constitucion aprobando.-,"['votar', ' elecciones', ' nueva', ' constitucion', ' aprobando']",51931,Participacion
ENC_U_4555966061909436459,Participacion activa en la junta vecino,"['participacion', ' activa', ' junta', ' vecino']",51932,Participacion
ENC_U_4556799970198770379,hacer la pega de la mejor manera posible,"['hacer', ' pega', ' mejor', ' manera', ' posible']",51935,Autocuidado y Salud
ENC_U_4556799970198770379,valorar lo que hoy en dia tenemos transmitiendo eso de la mejor manera posible,"['valorar', ' hoy', ' dia', ' transmitiendo', ' mejor', ' manera', ' posible']",51938,Autocuidado y Salud
ENC_U_4561162143465633606,participación,['participacion'],51939,Participacion
ENC_U_4561170720613690959,cumplir con las normas,"['cumplir', ' normas']",51942,Voluntariado
ENC_U_4561170720613690959,informarse de los derechos y obligaciones como ciudadanos.,"['informarse', ' derechos', ' obligaciones', ' ciudadanos']",51943,Educación y autoeducación
ENC_U_4529453985425116269,"no   la violencia (marchas, disturbios)","['violencia', ' marchas', ' disturbios']",51946,Combatir Delincuencia
ENC_U_4547467100177460280,respeto,['respeto'],51955,Reciprocidad-Redes
ENC_U_4550266239449901736,seguir apoyando el deporte,"['seguir', ' apoyando', ' deporte']",51958,Voluntariado
ENC_U_4550374716021860641,bajando impuestos,"['bajando', ' impuestos']",51962,Trabajo
ENC_U_4556835136814423069,orientar a las mujeres y familias respecto de hacer valor los derechos.,"['orientar', ' mujeres', ' familias', ' respecto', ' hacer', ' valor', ' derechos']",51970,Erradicar violencia contra la Mujer
ENC_A_1_4559765139512881423,cuidar los bienes publicos,"['cuidar', ' bienes', ' publicos']",51982,Sustentabilidad Ambiental
ENC_A_1_4559765139512881423,respeto recíproco regional,"['respeto', ' recíproco', ' regional']",51983,Reciprocidad-Redes
ENC_A_1_4560505516693501558,ir a votar,"['ir', ' votar']",51990,Participacion
ENC_A_1_4561120038219666711,cumplir con nuestro trabajo,"['cumplir', ' trabajo']",51993,Voluntariado
ENC_A_1_4579342718805823074,participación social,"['participacion', ' social']",52011,Participacion
ENC_A_1_4583536010802188739,participación civica,"['participacion', ' civica']",52015,Participacion
ENC_A_1_4583727019155875457,participación en reuniones ,"['participacion', ' reuniones']",52020,Participacion
ENC_A_1_4586370412355817553,asistir a votar cuando allan elecciones.,"['asistir', ' votar', ' allan', ' elecciones']",52023,Participacion
ENC_A_1_4586370412355817553,ser un mejor dirigente y poblador.,"['ser', ' mejor', ' dirigente', ' poblador']",52026,Autocuidado y Salud
ENC_A_1_4586373152351624440,yo contribuyo participando como dirigente de mi población y asi poder hacer surgir mi comunidad.,"['contribuyo', ' participando', ' dirigente', ' poblacion', ' asi', ' poder', ' hacer', ' surgir', ' comunidad']",52028,Participacion
ENC_A_1_4586378052356153382,cuidar el equipamiento del vario,"['cuidar', ' equipamiento', ' vario']",52033,Sustentabilidad Ambiental
ENC_A_1_4598516980713105619,. mejorar la vinculación al mercado de la producción local ,"['mejorar', ' vinculacion', ' mercado', ' produccion', ' local']",52043,Autocuidado y Salud
ENC_A_1_4599322715168622807,participación en las elecciones,"['participacion', ' elecciones']",52044,Participacion
ENC_A_2_4513853159813981339,respetar al entorno,"['cuidar', ' entorno']",52056,Sustentabilidad Ambiental
ENC_A_2_4513853159813981339,cuidar su entorno,"['respetar', ' entorno']",52057,Inclusión y Diversidad
ENC_A_2_4526686528509955440,ir a votar,"['ir', ' votar']",52058,Participacion
ENC_A_2_4526686528509955440,pagar mis impuestos,"['pagar', ' impuestos']",52059,Trabajo
ENC_A_2_4538670373867931071,+ participacion -.,['participacion'],52062,Participacion
ENC_A_2_4538682363865135809,criar a los hijos con valores,"['criar', ' hijos', ' valores']",52067,Educación y autoeducación
ENC_A_2_4538682363865135809,saber escuchar a los demas y respetar los puntos de vista,"['saber', ' escuchar', ' demas', ' respetar', ' puntos', ' vista']",52068,Inclusión y Diversidad
ENC_A_2_4538682363865135809,luchar por mejorar ejemplo el precio de las uvas,"['luchar', ' mejorar', ' ejemplo', ' precio', ' uvas']",52070,Autocuidado y Salud
ENC_A_2_4538682363865135809,cumplir con el deber civico,"['cumplir', ' deber', ' civico']",52071,Voluntariado
ENC_A_2_4538690793863307432,participacion,['participacion'],52074,Participacion
ENC_A_2_4538690793863307432,mayor cercanía con nuestras entidades publica honestidad/transparencia ,"['mayor', ' cercana', ' entidades', ' publica', ' honestidad', ' transparencia']",52076,Confianza en las instituciones
ENC_A_2_4543106529643116101,participación cívica,"['participacion', ' civica']",52080,Participacion
ENC_A_2_4543106529643116101,compartir en comunidad,"['compartir', ' comunidad']",52081,Participacion
ENC_A_2_4543266021718945291,en la salud a dare un buen uso al sistema,"['salud', ' dare', ' buen', ' uso', ' sistema']",52083,Autocuidado y Salud
ENC_A_2_4543989940429512169,generar conciencia en cuidado medioambiental.,"['generar', ' conciencia', ' entorno', ' educar', ' transmitir', ' conocimiento']",52088,Educación y autoeducación
ENC_A_2_4543989940429512169,pago de impuestos.,"['pago', ' impuestos']",52089,Trabajo
ENC_A_2_4549903464806497018,respetar los derechos de otros,"['respetar', ' derechos']",52091,Inclusión y Diversidad
ENC_A_2_4557080459322433216,generar espacios de conversación para compartir y proponer ideas que contribuyan a mejorar crecer nuestro país.  ,"['generar', ' espacios', ' conversacion', ' compartir', ' proponer', ' ideas', ' contribuyan', ' mejorar', ' crecer', ' pais']",52099,Autocuidado y Salud
ENC_A_2_4557080459322433216,responsabilidad de votar para elegir a los verdaderos representantes en el parlamento. ,"['responsabilidad', ' votar', ' elegir', ' verdaderos', ' representantes', ' parlamento']",52103,Participacion
ENC_A_2_4559765139512881423,participación activa,"['participacion', ' activa']",52107,Participacion
ENC_A_2_4560505516693501558,ir a votar,"['ir', ' votar']",52113,Participacion
ENC_A_2_4561215069414683168,auto educarse e investigar respeto a temas de interes colectivo,"['auto', ' educarse', ' investigar', ' respeto', ' temas', ' interes', ' colectivo']",52121,Reciprocidad-Redes
ENC_A_2_4561237905515849726,"seguir apoyando el movimiento social, logrando contratar las peticiones","['seguir', ' apoyando', ' movimiento', ' social', ' logrando', ' contratar', ' peticiones']",52123,Voluntariado
ENC_A_2_4561237905515849726,potenciar nuestras prácticas pedagógicas a través de una educación de calidad.,"['potenciar', ' practicas', ' pedagógicas', ' traves', ' educacion', ' calidad']",52125,Educación y autoeducación
ENC_A_2_4562128706119332799,"ir a votar, concurrir a las urnas de votación para expresar nuestra opinión","['ir', ' votar', ' concurrir', ' urnas', ' votacion', ' expresar', ' opinion']",52132,Participacion
ENC_A_2_4567252010802737079,participación en elecciones,"['participacion', ' dialogos', ' ambientales']",52136,Participacion
ENC_A_2_4567252010802737079,participación en dialogos ambientales,"['participacion', ' elecciones']",52138,Participacion
ENC_A_2_4567252010802737079,participación en elecciones,"['participacion', ' consultas', ' ciudadanas']",52139,Participacion
ENC_A_2_4579342718805823074,participacion social,"['participacion', ' social']",52142,Participacion
ENC_A_2_4583536010802188739,tomar la iniciativa de participación. ,"['tomar', ' iniciativa', ' participacion']",52148,Participacion
ENC_A_2_4583727019155875457,continuar participación con libertad de expresión,"['continuar', ' participacion', ' libertad', ' expresion']",52149,Participacion
ENC_A_2_4583727019155875457,promover que voto sea obligatorio,"['promover', ' voto', ' obligatorio']",52153,Protesta Social
ENC_A_2_4586378052356153382, apoyar las organizaciones sociales del barrio,"['apoyar', ' organizaciones', ' sociales', ' barrio']",52164,Protesta Social
ENC_A_2_4586385562355098035,cumplir con el rol de ciudadano en votaciones,"['cumplir', ' rol', ' ciudadano', ' votaciones']",52168,Voluntariado
ENC_A_3_4561237905515849726,asistir a votar ,"['asistir', ' votar']",52180,Participacion
ENC_A_3_4586385562355098035,medio ambientes         yo contribuyo trabajo en arias verdes,"['responsabilidad', ' contribuyo', ' trabajo', ' responsable', ' educar', ' hija']",52189,Educación y autoeducación
ENC_A_3_4586385562355098035,cuidado de nieto        yo apollo con el cuidado de mi nieto pues no puedo trabajar por salud,"['cuidado', ' nieto', ' apollo', ' cuidado', ' nieto', ' pues', ' puedo', ' trabajar', ' salud']",52190,Autocuidado y Salud
ENC_A_3_4586385562355098035,limpieza posta        yo contribuyo con limpieza de la posta de mi comunidad y alrededores ,"['limpieza', ' posta', ' contribuyo', ' limpieza', ' posta', ' comunidad', ' alrededores']",52191,Participacion
ENC_A_3_4586385562355098035,trabajo           yo contribuyo con mi trabajo.  mi marido esta enfermo,"['medio', ' ambientes', ' contribuyo', ' trabajo', ' arias', ' verdes']",52192,Sustentabilidad Ambiental
ENC_A_3_4598516980713105619,"cuido a mi familia, la flora, la fauna y el ambiente","['cuido', ' familia', ' flora', ' fauna', ' ambiente']",52196,Sustentabilidad Ambiental
ENC_U_4519779100803516647,fomentar la participacion entre los vecinos,"['fomentar', ' participacion', ' vecinos']",52201,Participacion
ENC_U_4520521540619065523,respetar la opinión de los demás,"['respetar', ' opinion', ' demas']",52202,Inclusión y Diversidad
ENC_U_4520521540619065523,"trabajar dignamente, aportar por mi trabajo en mi comunidad","['trabajar', ' dignamente', ' aportar', ' trabajo', ' comunidad']",52204,Participacion
ENC_U_4520586070153351563,ejercer su derecho a voto en la eleccion de autoridades idóneas ,"['ejercer', ' derecho', ' voto', ' eleccion', ' autoridades', ' idóneas']",52209,Confianza en las instituciones
ENC_U_4520604250614857769,Trabajar para tener una mejor calidad de vida para mi familia.,"['trabajar', ' tener', ' mejor', ' calidad', ' vida', ' familia']",52211,Autocuidado y Salud
